iShares Core S&P Small-Cap ETF
Fund Holdings as of,"Jan 05, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"731,600,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Type,Sector,Asset Class,Market Value,Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date,Notional Weight,Market Weight
"GNW","GENWORTH FINANCIAL INC","EQUITY","Financials","Equity","212,355,507.85","212,355,507.85","23,464,697.00","9.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.24","0.24"
"CRC","CALIFORNIA RESOURCES CORP","EQUITY","Energy","Equity","212,169,539.36","212,169,539.36","4,661,018.00","45.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.24","0.24"
"ICUI","ICU MEDICAL INC","EQUITY","Health Care","Equity","211,141,708.92","211,141,708.92","1,465,041.00","144.12","United States","NASDAQ","USD","1.00","USD","-","0.23","0.23"
"FULT","FULTON FINANCIAL CORP","EQUITY","Financials","Equity","210,842,393.58","210,842,393.58","10,600,422.00","19.89","United States","NASDAQ","USD","1.00","USD","-","0.23","0.23"
"BRC","BRADY NONVOTING CORP CLASS A","EQUITY","Industrials","Equity","210,744,499.20","210,744,499.20","2,608,224.00","80.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.23","0.23"
"OUT","OUTFRONT MEDIA INC","EQUITY","Real Estate","Equity","207,914,257.04","207,914,257.04","8,634,313.00","24.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.23","0.23"
"KAI","KADANT INC","EQUITY","Industrials","Equity","207,290,863.77","207,290,863.77","698,961.00","296.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.23","0.23"
"DORM","DORMAN PRODUCTS INC","EQUITY","Consumer Discretionary","Equity","207,073,235.52","207,073,235.52","1,650,512.00","125.46","United States","NASDAQ","USD","1.00","USD","-","0.23","0.23"
"DOCN","DIGITALOCEAN HOLDINGS INC","EQUITY","Information Technology","Equity","206,092,473.09","206,092,473.09","4,072,169.00","50.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.23","0.23"
"CLSK","CLEANSPARK INC","EQUITY","Information Technology","Equity","205,173,397.20","205,173,397.20","16,680,764.00","12.30","United States","NASDAQ","USD","1.00","USD","-","0.23","0.23"
"VCYT","VERACYTE INC","EQUITY","Health Care","Equity","204,674,132.79","204,674,132.79","4,691,133.00","43.63","United States","NASDAQ","USD","1.00","USD","-","0.23","0.23"
"KFY","KORN FERRY","EQUITY","Industrials","Equity","204,362,720.52","204,362,720.52","3,109,124.00","65.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.23","0.23"
"AIR","AAR CORP","EQUITY","Industrials","Equity","203,852,823.66","203,852,823.66","2,315,983.00","88.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.23","0.23"
"RNST","RENASANT CORP","EQUITY","Financials","Equity","203,792,917.90","203,792,917.90","5,638,985.00","36.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.23","0.23"
"WHD","CACTUS INC CLASS A","EQUITY","Energy","Equity","202,997,761.96","202,997,761.96","4,085,284.00","49.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.23","0.23"
"SPSC","SPS COMMERCE INC","EQUITY","Information Technology","Equity","202,344,226.92","202,344,226.92","2,237,826.00","90.42","United States","NASDAQ","USD","1.00","USD","-","0.22","0.23"
"OTTR","OTTER TAIL CORP","EQUITY","Utilities","Equity","202,284,120.64","202,284,120.64","2,486,896.00","81.34","United States","NASDAQ","USD","1.00","USD","-","0.22","0.22"
"POWL","POWELL INDUSTRIES INC","EQUITY","Industrials","Equity","201,894,137.40","201,894,137.40","558,660.00","361.39","United States","NASDAQ","USD","1.00","USD","-","0.22","0.22"
"RUSHA","RUSH ENTERPRISES INC CLASS A","EQUITY","Industrials","Equity","200,674,385.20","200,674,385.20","3,598,895.00","55.76","United States","NASDAQ","USD","1.00","USD","-","0.22","0.22"
"SLG","SL GREEN REALTY REIT CORP","EQUITY","Real Estate","Equity","199,875,821.62","199,875,821.62","4,215,011.00","47.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.22","0.22"
"SHAK","SHAKE SHACK INC CLASS A","EQUITY","Consumer Discretionary","Equity","199,493,531.58","199,493,531.58","2,388,858.00","83.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.22","0.22"
"CATY","CATHAY GENERAL BANCORP","EQUITY","Financials","Equity","198,772,524.90","198,772,524.90","4,037,630.00","49.23","United States","NASDAQ","USD","1.00","USD","-","0.22","0.22"
"MHO","M I HOMES INC","EQUITY","Consumer Discretionary","Equity","198,630,784.00","198,630,784.00","1,551,803.00","128.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.22","0.22"
"AZZ","AZZ INC","EQUITY","Industrials","Equity","197,975,193.79","197,975,193.79","1,783,721.00","110.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.22","0.22"
"BKU","BANKUNITED INC","EQUITY","Financials","Equity","197,688,245.25","197,688,245.25","4,368,801.00","45.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.22","0.22"
"FBP","FIRST BANCORP","EQUITY","Financials","Equity","197,584,300.60","197,584,300.60","9,311,230.00","21.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.22","0.22"
"CALX","CALIX NETWORKS INC","EQUITY","Information Technology","Equity","194,383,256.33","194,383,256.33","3,579,143.00","54.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.22","0.22"
"ACAD","ACADIA PHARMACEUTICALS INC","EQUITY","Health Care","Equity","194,284,850.65","194,284,850.65","7,429,631.00","26.15","United States","NASDAQ","USD","1.00","USD","-","0.22","0.22"
"CORT","CORCEPT THERAPEUTICS INC","EQUITY","Health Care","Equity","194,171,155.80","194,171,155.80","5,555,684.00","34.95","United States","NASDAQ","USD","1.00","USD","-","0.22","0.22"
"BGC","BGC GROUP INC CLASS A","EQUITY","Financials","Equity","194,032,256.60","194,032,256.60","21,322,226.00","9.10","United States","NASDAQ","USD","1.00","USD","-","0.22","0.22"
"FHB","FIRST HAWAIIAN INC","EQUITY","Financials","Equity","192,950,834.76","192,950,834.76","7,342,117.00","26.28","United States","NASDAQ","USD","1.00","USD","-","0.21","0.21"
"FUL","HB FULLER","EQUITY","Materials","Equity","191,662,591.61","191,662,591.61","3,209,891.00","59.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.21","0.21"
"FIBK","FIRST INTERSTATE BANCSYSTEM INC","EQUITY","Financials","Equity","191,506,396.20","191,506,396.20","5,312,244.00","36.05","United States","NASDAQ","USD","1.00","USD","-","0.21","0.21"
"PSMT","PRICESMART INC","EQUITY","Consumer Staples","Equity","190,977,153.40","190,977,153.40","1,501,865.00","127.16","United States","NASDAQ","USD","1.00","USD","-","0.21","0.21"
"SHOO","STEVEN MADDEN LTD","EQUITY","Consumer Discretionary","Equity","188,255,894.92","188,255,894.92","4,311,862.00","43.66","United States","NASDAQ","USD","1.00","USD","-","0.21","0.21"
"NMIH","NMI HOLDINGS INC","EQUITY","Financials","Equity","187,987,739.42","187,987,739.42","4,561,702.00","41.21","United States","NASDAQ","USD","1.00","USD","-","0.21","0.21"
"HAYW","HAYWARD HOLDINGS INC","EQUITY","Industrials","Equity","187,783,668.80","187,783,668.80","11,840,080.00","15.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.21","0.21"
"OPLN","OPENLANE INC","EQUITY","Industrials","Equity","187,292,298.60","187,292,298.60","6,306,138.00","29.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.21","0.21"
"SBCF","SEACOAST BANKING OF FLORIDA","EQUITY","Financials","Equity","187,007,585.69","187,007,585.69","5,748,773.00","32.53","United States","NASDAQ","USD","1.00","USD","-","0.21","0.21"
"VCTR","VICTORY CAPITAL HOLDINGS CLASS A I","EQUITY","Financials","Equity","186,923,822.10","186,923,822.10","2,851,622.00","65.55","United States","NASDAQ","USD","1.00","USD","-","0.21","0.21"
"YOU","CLEAR SECURE INC CLASS A","EQUITY","Information Technology","Equity","186,736,987.71","186,736,987.71","5,261,679.00","35.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.21","0.21"
"HWKN","HAWKINS INC","EQUITY","Materials","Equity","186,030,732.54","186,030,732.54","1,239,709.00","150.06","United States","NASDAQ","USD","1.00","USD","-","0.21","0.21"
"AVA","AVISTA CORP","EQUITY","Utilities","Equity","185,722,993.86","185,722,993.86","4,828,991.00","38.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.21","0.21"
"KTB","KONTOOR BRANDS INC","EQUITY","Consumer Discretionary","Equity","185,120,995.32","185,120,995.32","3,035,268.00","60.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.21","0.21"
"TGNA","TEGNA INC","EQUITY","Communication","Equity","184,657,990.44","184,657,990.44","9,557,867.00","19.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.20","0.21"
"HP","HELMERICH & PAYNE INC","EQUITY","Energy","Equity","183,941,307.93","183,941,307.93","5,901,229.00","31.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.20","0.20"
"CBU","COMMUNITY FINANCIAL SYSTEM INC","EQUITY","Financials","Equity","183,789,895.07","183,789,895.07","3,125,147.00","58.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.20","0.20"
"WSFS","WSFS FINANCIAL CORP","EQUITY","Financials","Equity","183,456,864.58","183,456,864.58","3,244,727.00","56.54","United States","NASDAQ","USD","1.00","USD","-","0.20","0.20"
"CARG","CARGURUS INC CLASS A","EQUITY","Communication","Equity","182,474,055.15","182,474,055.15","4,820,979.00","37.85","United States","NASDAQ","USD","1.00","USD","-","0.20","0.20"
"BXMT","BLACKSTONE MORTGAGE TRUST REIT CLA","EQUITY","Financials","Equity","181,793,025.58","181,793,025.58","9,356,306.00","19.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.20","0.20"
"LBRT","LIBERTY ENERGY INC CLASS A","EQUITY","Energy","Equity","181,087,630.80","181,087,630.80","9,611,870.00","18.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.20","0.20"
"KGS","KODIAK GAS SERVICES INC","EQUITY","Energy","Equity","180,227,630.52","180,227,630.52","4,932,338.00","36.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.20","0.20"
"TBBK","BANCORP INC","EQUITY","Financials","Equity","180,191,322.46","180,191,322.46","2,593,054.00","69.49","United States","NASDAQ","USD","1.00","USD","-","0.20","0.20"
"VICR","VICOR CORP","EQUITY","Industrials","Equity","180,179,729.08","180,179,729.08","1,348,247.00","133.64","United States","NASDAQ","USD","1.00","USD","-","0.20","0.20"
"PBH","PRESTIGE CONSUMER HEALTHCARE INC","EQUITY","Health Care","Equity","178,259,831.69","178,259,831.69","2,853,527.00","62.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.20","0.20"
"RRR","RED ROCK RESORTS ORS CLASS A INC","EQUITY","Consumer Discretionary","Equity","178,224,639.97","178,224,639.97","2,880,631.00","61.87","United States","NASDAQ","USD","1.00","USD","-","0.20","0.20"
"LCII","LCI INDUSTRIES","EQUITY","Consumer Discretionary","Equity","177,291,152.66","177,291,152.66","1,436,021.00","123.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.20","0.20"
"APAM","ARTISAN PARTNERS ASSET MANAGEMENT","EQUITY","Financials","Equity","177,130,076.76","177,130,076.76","4,181,541.00","42.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.20","0.20"
"AGYS","AGILYSYS INC","EQUITY","Information Technology","Equity","175,111,284.60","175,111,284.60","1,505,945.00","116.28","United States","NASDAQ","USD","1.00","USD","-","0.19","0.19"
"HNI","HNI CORP","EQUITY","Industrials","Equity","174,656,497.12","174,656,497.12","4,086,488.00","42.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.19","0.19"
"FRPT","FRESHPET INC","EQUITY","Consumer Staples","Equity","174,195,028.88","174,195,028.88","2,896,492.00","60.14","United States","NASDAQ","USD","1.00","USD","-","0.19","0.19"
"LXP","LXP INDUSTRIAL TRUST","EQUITY","Real Estate","Equity","174,169,200.48","174,169,200.48","3,510,768.00","49.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.19","0.19"
"GFF","GRIFFON CORP","EQUITY","Industrials","Equity","173,676,089.86","173,676,089.86","2,320,942.00","74.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.19","0.19"
"LRN","STRIDE INC","EQUITY","Consumer Discretionary","Equity","173,634,250.40","173,634,250.40","2,568,554.00","67.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.19","0.19"
"DAN","DANA INCORPORATED INC","EQUITY","Consumer Discretionary","Equity","173,549,209.44","173,549,209.44","6,933,648.00","25.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.19","0.19"
"CPK","CHESAPEAKE UTILITIES CORP","EQUITY","Utilities","Equity","173,002,805.60","173,002,805.60","1,403,560.00","123.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.19","0.19"
"JXN","JACKSON FINANCIAL INC CLASS A","EQUITY","Financials","Equity","171,811,016.37","171,811,016.37","1,566,047.00","109.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.19","0.19"
"UNF","UNIFIRST CORP","EQUITY","Industrials","Equity","171,084,818.88","171,084,818.88","864,414.00","197.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.19","0.19"
"TDC","TERADATA CORP","EQUITY","Information Technology","Equity","168,693,029.50","168,693,029.50","5,530,919.00","30.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.19","0.19"
"SUPN","SUPERNUS PHARMACEUTICALS INC","EQUITY","Health Care","Equity","168,096,393.40","168,096,393.40","3,402,761.00","49.40","United States","NASDAQ","USD","1.00","USD","-","0.19","0.19"
"MGEE","MGE ENERGY INC","EQUITY","Utilities","Equity","168,064,252.50","168,064,252.50","2,168,571.00","77.50","United States","NASDAQ","USD","1.00","USD","-","0.19","0.19"
"SXI","STANDEX INTERNATIONAL CORP","EQUITY","Industrials","Equity","167,682,032.01","167,682,032.01","719,079.00","233.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.19","0.19"
"HIW","HIGHWOODS PROPERTIES REIT INC","EQUITY","Real Estate","Equity","167,018,636.98","167,018,636.98","6,521,618.00","25.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.19","0.19"
"CWEN","CLEARWAY ENERGY INC CLASS C","EQUITY","Utilities","Equity","166,460,207.64","166,460,207.64","5,035,094.00","33.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.18","0.19"
"BCC","BOISE CASCADE","EQUITY","Industrials","Equity","166,191,706.80","166,191,706.80","2,198,303.00","75.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.18","0.18"
"NATL","NCR ATLEOS CORP","EQUITY","Financials","Equity","166,134,293.40","166,134,293.40","4,385,805.00","37.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.18","0.18"
"ITGR","INTEGER HOLDINGS CORP","EQUITY","Health Care","Equity","165,763,151.24","165,763,151.24","2,079,317.00","79.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.18","0.18"
"PRVA","PRIVIA HEALTH GROUP INC","EQUITY","Health Care","Equity","165,637,503.18","165,637,503.18","6,861,537.00","24.14","United States","NASDAQ","USD","1.00","USD","-","0.18","0.18"
"BOH","BANK OF HAWAII CORP","EQUITY","Financials","Equity","165,555,143.12","165,555,143.12","2,361,026.00","70.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.18","0.18"
"AWR","AMERICAN STATES WATER","EQUITY","Utilities","Equity","164,544,658.16","164,544,658.16","2,297,468.00","71.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.18","0.18"
"SFNC","SIMMONS FIRST NATIONAL CORP CLASS","EQUITY","Financials","Equity","164,035,288.50","164,035,288.50","8,588,235.00","19.10","United States","NASDAQ","USD","1.00","USD","-","0.18","0.18"
"CWK","CUSHMAN AND WAKEFIELD LTD","EQUITY","Real Estate","Equity","163,839,633.72","163,839,633.72","9,793,164.00","16.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.18","0.18"
"ACLS","AXCELIS TECHNOLOGIES INC","EQUITY","Information Technology","Equity","163,800,120.96","163,800,120.96","1,839,624.00","89.04","United States","NASDAQ","USD","1.00","USD","-","0.18","0.18"
"TPH","TRI POINTE HOMES INC","EQUITY","Consumer Discretionary","Equity","161,645,873.12","161,645,873.12","5,100,848.00","31.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.18","0.18"
"AKR","ACADIA REALTY TRUST REIT","EQUITY","Real Estate","Equity","161,123,319.84","161,123,319.84","7,776,222.00","20.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.18","0.18"
"BL","BLACKLINE INC","EQUITY","Information Technology","Equity","160,754,117.16","160,754,117.16","2,965,396.00","54.21","United States","NASDAQ","USD","1.00","USD","-","0.18","0.18"
"UPWK","UPWORK INC","EQUITY","Industrials","Equity","159,880,716.64","159,880,716.64","7,753,672.00","20.62","United States","NASDAQ","USD","1.00","USD","-","0.18","0.18"
"VIRT","VIRTU FINANCIAL INC CLASS A","EQUITY","Financials","Equity","159,712,992.84","159,712,992.84","4,736,447.00","33.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.18","0.18"
"MTRN","MATERION CORP","EQUITY","Materials","Equity","159,581,842.40","159,581,842.40","1,230,392.00","129.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.18","0.18"
"KLIC","KULICKE AND SOFFA INDUSTRIES INC","EQUITY","Information Technology","Equity","158,845,048.05","158,845,048.05","3,094,585.00","51.33","United States","NASDAQ","USD","1.00","USD","-","0.18","0.18"
"HUBG","HUB GROUP INC CLASS A","EQUITY","Industrials","Equity","158,684,977.32","158,684,977.32","3,595,038.00","44.14","United States","NASDAQ","USD","1.00","USD","-","0.18","0.18"
"ABM","ABM INDUSTRIES INC","EQUITY","Industrials","Equity","158,474,771.49","158,474,771.49","3,633,909.00","43.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.18","0.18"
"BANC","BANC OF CALIFORNIA INC","EQUITY","Financials","Equity","158,048,098.56","158,048,098.56","7,966,134.00","19.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.18","0.18"
"RHI","ROBERT HALF","EQUITY","Industrials","Equity","157,890,554.91","157,890,554.91","5,906,867.00","26.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.18","0.18"
"NSIT","INSIGHT ENTERPRISES INC","EQUITY","Information Technology","Equity","157,761,341.76","157,761,341.76","1,838,496.00","85.81","United States","NASDAQ","USD","1.00","USD","-","0.17","0.18"
"FFBC","FIRST FINANCIAL BANCORP","EQUITY","Financials","Equity","157,495,129.65","157,495,129.65","6,140,161.00","25.65","United States","NASDAQ","USD","1.00","USD","-","0.17","0.18"
"WDFC","WD-40","EQUITY","Consumer Staples","Equity","157,038,446.54","157,038,446.54","802,814.00","195.61","United States","NASDAQ","USD","1.00","USD","-","0.17","0.17"
"CPRX","CATALYST PHARMACEUTICALS INC","EQUITY","Health Care","Equity","156,328,564.80","156,328,564.80","6,856,516.00","22.80","United States","NASDAQ","USD","1.00","USD","-","0.17","0.17"
"APLE","APPLE HOSPITALITY REIT INC","EQUITY","Real Estate","Equity","156,028,126.65","156,028,126.65","13,056,747.00","11.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.17","0.17"
"OII","OCEANEERING INTERNATIONAL INC","EQUITY","Energy","Equity","154,955,448.70","154,955,448.70","5,921,110.00","26.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.17","0.17"
"ALRM","ALARM.COM HOLDINGS INC","EQUITY","Information Technology","Equity","152,356,861.70","152,356,861.70","2,960,110.00","51.47","United States","NASDAQ","USD","1.00","USD","-","0.17","0.17"
"WAFD","WAFD INC","EQUITY","Financials","Equity","151,825,856.07","151,825,856.07","4,675,881.00","32.47","United States","NASDAQ","USD","1.00","USD","-","0.17","0.17"
"PFS","PROVIDENT FINANCIAL SERVICES INC","EQUITY","Financials","Equity","151,287,126.90","151,287,126.90","7,508,046.00","20.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.17","0.17"
"DNOW","DNOW INC","EQUITY","Industrials","Equity","151,277,702.93","151,277,702.93","11,018,041.00","13.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.17","0.17"
"IAC","IAC INC","EQUITY","Communication","Equity","150,544,112.94","150,544,112.94","3,869,034.00","38.91","United States","NASDAQ","USD","1.00","USD","-","0.17","0.17"
"PHIN","PHINIA INC","EQUITY","Consumer Discretionary","Equity","150,434,526.90","150,434,526.90","2,281,385.00","65.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.17","0.17"
"CWT","CALIFORNIA WATER SERVICE GROUP","EQUITY","Utilities","Equity","150,438,668.70","150,438,668.70","3,536,405.00","42.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.17","0.17"
"CAKE","CHEESECAKE FACTORY INC","EQUITY","Consumer Discretionary","Equity","149,397,966.41","149,397,966.41","2,732,723.00","54.67","United States","NASDAQ","USD","1.00","USD","-","0.17","0.17"
"INSP","INSPIRE MEDICAL SYSTEMS INC","EQUITY","Health Care","Equity","149,321,955.16","149,321,955.16","1,575,791.00","94.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.17","0.17"
"MPW","MEDICAL PROPERTIES TRUST REIT INC","EQUITY","Real Estate","Equity","148,987,089.32","148,987,089.32","29,270,548.00","5.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.17","0.17"
"JOE","ST JOE","EQUITY","Real Estate","Equity","146,794,248.26","146,794,248.26","2,374,543.00","61.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.16","0.16"
"CVBF","CVB FINANCIAL CORP","EQUITY","Financials","Equity","146,768,606.55","146,768,606.55","7,664,157.00","19.15","United States","NASDAQ","USD","1.00","USD","-","0.16","0.16"
"FCPT","FOUR CORNERS PROPERTY INC TRUST","EQUITY","Real Estate","Equity","146,619,772.84","146,619,772.84","6,295,396.00","23.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.16","0.16"
"DXC","DXC TECHNOLOGY","EQUITY","Information Technology","Equity","144,984,841.48","144,984,841.48","10,333,916.00","14.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.16","0.16"
"DIOD","DIODES INC","EQUITY","Information Technology","Equity","143,827,153.36","143,827,153.36","2,764,312.00","52.03","United States","NASDAQ","USD","1.00","USD","-","0.16","0.16"
"CUBI","CUSTOMERS BANCORP INC","EQUITY","Financials","Equity","143,656,358.82","143,656,358.82","1,885,749.00","76.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.16","0.16"
"MCY","MERCURY GENERAL CORP","EQUITY","Financials","Equity","143,427,763.24","143,427,763.24","1,584,487.00","90.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.16","0.16"
"TRMK","TRUSTMARK CORP","EQUITY","Financials","Equity","143,216,461.20","143,216,461.20","3,573,265.00","40.08","United States","NASDAQ","USD","1.00","USD","-","0.16","0.16"
"KSS","KOHLS CORP","EQUITY","Consumer Discretionary","Equity","142,868,408.85","142,868,408.85","6,679,215.00","21.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.16","0.16"
"ACMR","ACM RESEARCH CLASS A INC","EQUITY","Information Technology","Equity","142,855,605.00","142,855,605.00","3,174,569.00","45.00","United States","NASDAQ","USD","1.00","USD","-","0.16","0.16"
"TDW","TIDEWATER INC","EQUITY","Energy","Equity","142,131,747.72","142,131,747.72","2,735,407.00","51.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.16","0.16"
"CNK","CINEMARK HOLDINGS INC","EQUITY","Communication","Equity","141,259,527.80","141,259,527.80","6,149,740.00","22.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.16","0.16"
"UE","URBAN EDGE PROPERTIES","EQUITY","Real Estate","Equity","140,557,158.68","140,557,158.68","7,500,382.00","18.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.16","0.16"
"PTEN","PATTERSON UTI ENERGY INC","EQUITY","Energy","Equity","139,062,153.65","139,062,153.65","20,480,435.00","6.79","United States","NASDAQ","USD","1.00","USD","-","0.15","0.15"
"OI","O I GLASS INC","EQUITY","Materials","Equity","139,004,314.25","139,004,314.25","9,115,037.00","15.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.15","0.15"
"AAP","ADVANCE AUTO PARTS INC","EQUITY","Consumer Discretionary","Equity","138,611,772.50","138,611,772.50","3,577,078.00","38.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.15","0.15"
"CENX","CENTURY ALUMINUM","EQUITY","Materials","Equity","138,390,025.41","138,390,025.41","3,157,427.00","43.83","United States","NASDAQ","USD","1.00","USD","-","0.15","0.15"
"GOLF","ACUSHNET HOLDINGS CORP","EQUITY","Consumer Discretionary","Equity","138,256,449.50","138,256,449.50","1,636,171.00","84.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.15","0.15"
"CON","CONCENTRA GROUP HOLDINGS PARENT IN","EQUITY","Health Care","Equity","137,655,486.36","137,655,486.36","7,073,766.00","19.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.15","0.15"
"BFH","BREAD FINANCIAL HOLDINGS INC","EQUITY","Financials","Equity","136,834,741.40","136,834,741.40","1,793,378.00","76.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.15","0.15"
"FBK","FB FINANCIAL CORP","EQUITY","Financials","Equity","135,976,298.78","135,976,298.78","2,395,214.00","56.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.15","0.15"
"GEO","GEO GROUP INC","EQUITY","Industrials","Equity","134,607,527.25","134,607,527.25","8,113,775.00","16.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.15","0.15"
"PLUS","EPLUS","EQUITY","Information Technology","Equity","134,451,621.00","134,451,621.00","1,554,354.00","86.50","United States","NASDAQ","USD","1.00","USD","-","0.15","0.15"
"BBT","BEACON FINANCIAL CORP","EQUITY","Financials","Equity","133,700,863.80","133,700,863.80","4,979,548.00","26.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.15","0.15"
"CURB","CURBLINE PROPERTIES","EQUITY","Real Estate","Equity","133,464,542.40","133,464,542.40","5,752,782.00","23.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.15","0.15"
"HI","HILLENBRAND INC","EQUITY","Industrials","Equity","132,772,958.82","132,772,958.82","4,183,143.00","31.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.15","0.15"
"KMT","KENNAMETAL INC","EQUITY","Industrials","Equity","132,265,145.90","132,265,145.90","4,515,710.00","29.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.15","0.15"
"PRK","PARK NATIONAL CORP","EQUITY","Financials","Equity","131,640,968.74","131,640,968.74","849,187.00","155.02","United States","Nyse Mkt Llc","USD","1.00","USD","-","0.15","0.15"
"NBTB","NBT BANCORP INC","EQUITY","Financials","Equity","131,604,587.46","131,604,587.46","3,104,614.00","42.39","United States","NASDAQ","USD","1.00","USD","-","0.15","0.15"
"BANF","BANCFIRST CORP","EQUITY","Financials","Equity","131,429,596.80","131,429,596.80","1,226,480.00","107.16","United States","NASDAQ","USD","1.00","USD","-","0.15","0.15"
