iShares Core S&P Small-Cap ETF
Fund Holdings as of,"Jan 05, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"731,600,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Type,Sector,Asset Class,Market Value,Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date,Notional Weight,Market Weight
"VYX","NCR VOYIX CORP","EQUITY","Information Technology","Equity","83,845,521.92","83,845,521.92","8,252,512.00","10.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.09","0.09"
"ABR","ARBOR REALTY TRUST REIT INC","EQUITY","Financials","Equity","83,734,945.98","83,734,945.98","10,493,101.00","7.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.09","0.09"
"SNDR","SCHNEIDER NATIONAL INC CLASS B","EQUITY","Industrials","Equity","83,453,614.53","83,453,614.53","2,968,823.00","28.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.09","0.09"
"JBLU","JETBLUE AIRWAYS CORP","EQUITY","Industrials","Equity","83,218,089.60","83,218,089.60","17,337,102.00","4.80","United States","NASDAQ","USD","1.00","USD","-","0.09","0.09"
"JJSF","J AND J SNACK FOODS CORP","EQUITY","Consumer Staples","Equity","83,072,219.16","83,072,219.16","924,257.00","89.88","United States","NASDAQ","USD","1.00","USD","-","0.09","0.09"
"MAN","MANPOWER INC","EQUITY","Industrials","Equity","82,730,443.99","82,730,443.99","2,758,601.00","29.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.09","0.09"
"IIPR","INNOVATIVE INDUSTRIAL PROPERTIES I","EQUITY","Real Estate","Equity","81,870,343.03","81,870,343.03","1,669,801.00","49.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.09","0.09"
"TNC","TENNANT","EQUITY","Industrials","Equity","81,476,557.92","81,476,557.92","1,080,018.00","75.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.09","0.09"
"XHR","XENIA HOTELS RESORTS REIT INC","EQUITY","Real Estate","Equity","81,288,994.88","81,288,994.88","5,648,992.00","14.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.09","0.09"
"TALO","TALOS ENERGY INC","EQUITY","Energy","Equity","79,898,842.66","79,898,842.66","7,495,201.00","10.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.09","0.09"
"UCTT","ULTRA CLEAN HOLDINGS INC","EQUITY","Information Technology","Equity","79,861,504.10","79,861,504.10","2,693,474.00","29.65","United States","NASDAQ","USD","1.00","USD","-","0.09","0.09"
"ZD","ZIFF DAVIS INC","EQUITY","Communication","Equity","79,562,766.40","79,562,766.40","2,353,928.00","33.80","United States","NASDAQ","USD","1.00","USD","-","0.09","0.09"
"DXPE","DXP ENTERPRISES INC","EQUITY","Industrials","Equity","79,261,890.26","79,261,890.26","756,749.00","104.74","United States","NASDAQ","USD","1.00","USD","-","0.09","0.09"
"GNL","GLOBAL NET LEASE INC","EQUITY","Real Estate","Equity","78,372,368.80","78,372,368.80","8,905,951.00","8.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.09","0.09"
"UVV","UNIVERSAL CORP","EQUITY","Consumer Staples","Equity","78,309,184.65","78,309,184.65","1,478,927.00","52.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.09","0.09"
"ACHC","ACADIA HEALTHCARE COMPANY INC","EQUITY","Health Care","Equity","78,183,228.48","78,183,228.48","5,475,016.00","14.28","United States","NASDAQ","USD","1.00","USD","-","0.09","0.09"
"PEB","PEBBLEBROOK HOTEL TRUST REIT","EQUITY","Real Estate","Equity","77,996,979.84","77,996,979.84","6,741,312.00","11.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.09","0.09"
"PZZA","PAPA JOHNS INTERNATIONAL INC","EQUITY","Consumer Discretionary","Equity","77,892,424.20","77,892,424.20","1,953,660.00","39.87","United States","NASDAQ","USD","1.00","USD","-","0.09","0.09"
"LNN","LINDSAY CORP","EQUITY","Industrials","Equity","77,580,239.00","77,580,239.00","641,159.00","121.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.09","0.09"
"AAMI","ACADIAN ASSET MANAGEMENT INC","EQUITY","Financials","Equity","77,587,664.00","77,587,664.00","1,574,425.00","49.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.09","0.09"
"CTS","CTS CORP","EQUITY","Information Technology","Equity","77,028,254.00","77,028,254.00","1,730,972.00","44.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.09","0.09"
"CNMD","CONMED CORP","EQUITY","Health Care","Equity","76,966,393.92","76,966,393.92","1,837,784.00","41.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.09","0.09"
"ARI","APOLLO COMMERCIAL REAL ESTATE FINA","EQUITY","Financials","Equity","76,345,813.40","76,345,813.40","7,750,844.00","9.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.08","0.08"
"USPH","US PHYSICAL THERAPY INC","EQUITY","Health Care","Equity","76,310,404.56","76,310,404.56","905,869.00","84.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.08","0.08"
"UNIT","UNITI GROUP INC","EQUITY","Communication","Equity","76,160,727.77","76,160,727.77","10,681,729.00","7.13","United States","NASDAQ","USD","1.00","USD","-","0.08","0.08"
"XPEL","XPEL INC","EQUITY","Consumer Discretionary","Equity","76,113,484.72","76,113,484.72","1,494,766.00","50.92","United States","NASDAQ","USD","1.00","USD","-","0.08","0.08"
"WEN","WENDYS","EQUITY","Consumer Discretionary","Equity","76,034,445.34","76,034,445.34","9,375,394.00","8.11","United States","NASDAQ","USD","1.00","USD","-","0.08","0.08"
"HCSG","HEALTHCARE SERVICES GROUP INC","EQUITY","Industrials","Equity","75,839,724.27","75,839,724.27","4,198,158.00","18.07","United States","NASDAQ","USD","1.00","USD","-","0.08","0.08"
"DFIN","DONNELLEY FINANCIAL SOLUTIONS INC","EQUITY","Financials","Equity","75,387,515.52","75,387,515.52","1,581,114.00","47.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.08","0.08"
"ECPG","ENCORE CAPITAL GROUP INC","EQUITY","Financials","Equity","75,347,892.90","75,347,892.90","1,328,887.00","56.70","United States","NASDAQ","USD","1.00","USD","-","0.08","0.08"
"ATEN","A10 NETWORKS INC","EQUITY","Information Technology","Equity","75,131,030.70","75,131,030.70","4,273,665.00","17.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.08","0.08"
"MLKN","MILLERKNOLL INC","EQUITY","Industrials","Equity","75,073,202.76","75,073,202.76","4,082,284.00","18.39","United States","NASDAQ","USD","1.00","USD","-","0.08","0.08"
"WLY","JOHN WILEY AND SONS INC CLASS A","EQUITY","Communication","Equity","74,826,240.00","74,826,240.00","2,435,750.00","30.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.08","0.08"
"PRLB","PROTO LABS INC","EQUITY","Industrials","Equity","74,760,040.67","74,760,040.67","1,410,833.00","52.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.08","0.08"
"PRA","PROASSURANCE CORP","EQUITY","Financials","Equity","73,826,542.20","73,826,542.20","3,063,342.00","24.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.08","0.08"
"ALGT","ALLEGIANT TRAVEL","EQUITY","Industrials","Equity","73,751,142.70","73,751,142.70","801,730.00","91.99","United States","NASDAQ","USD","1.00","USD","-","0.08","0.08"
"REYN","REYNOLDS CONSUMER PRODUCTS INC","EQUITY","Consumer Staples","Equity","73,703,447.22","73,703,447.22","3,258,331.00","22.62","United States","NASDAQ","USD","1.00","USD","-","0.08","0.08"
"WABC","WESTAMERICA BANCORPORATION","EQUITY","Financials","Equity","72,872,270.00","72,872,270.00","1,479,640.00","49.25","United States","NASDAQ","USD","1.00","USD","-","0.08","0.08"
"DCOM","DIME COMMUNITY BANCSHARES INC","EQUITY","Financials","Equity","72,821,311.92","72,821,311.92","2,422,532.00","30.06","United States","NASDAQ","USD","1.00","USD","-","0.08","0.08"
"TRUP","TRUPANION INC","EQUITY","Financials","Equity","72,484,920.00","72,484,920.00","1,999,584.00","36.25","United States","NASDAQ","USD","1.00","USD","-","0.08","0.08"
"CRI","CARTERS INC","EQUITY","Consumer Discretionary","Equity","72,247,634.85","72,247,634.85","2,171,555.00","33.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.08","0.08"
"MCRI","MONARCH CASINO AND RESORT INC","EQUITY","Consumer Discretionary","Equity","71,227,943.28","71,227,943.28","739,416.00","96.33","United States","NASDAQ","USD","1.00","USD","-","0.08","0.08"
"STAA","STAAR SURGICAL","EQUITY","Health Care","Equity","70,948,943.10","70,948,943.10","2,963,615.00","23.94","United States","NASDAQ","USD","1.00","USD","-","0.08","0.08"
"PBI","PITNEY BOWES INC","EQUITY","Industrials","Equity","70,646,808.96","70,646,808.96","7,008,612.00","10.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.08","0.08"
"SEZL","SEZZLE INC","EQUITY","Financials","Equity","70,518,350.54","70,518,350.54","1,017,434.00","69.31","United States","NASDAQ","USD","1.00","USD","-","0.08","0.08"
"VRE","VERIS RESIDENTIAL INC","EQUITY","Real Estate","Equity","70,508,134.76","70,508,134.76","4,839,268.00","14.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.08","0.08"
"ASTH","ASTRANA HEALTH INC","EQUITY","Health Care","Equity","70,425,562.40","70,425,562.40","2,570,276.00","27.40","United States","NASDAQ","USD","1.00","USD","-","0.08","0.08"
"PRG","PROG HOLDINGS INC","EQUITY","Financials","Equity","70,308,172.48","70,308,172.48","2,356,172.00","29.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.08","0.08"
"BFH","BREAD FINANCIAL HOLDINGS INC","SWAP","Financials","Equity","0.00","69,922,540.80","916,416.00","76.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.08","-"
"COHU","COHU INC","EQUITY","Information Technology","Equity","69,824,108.70","69,824,108.70","2,781,837.00","25.10","United States","NASDAQ","USD","1.00","USD","-","0.08","0.08"
"EZPW","EZCORP NON VOTING INC CLASS A","EQUITY","Financials","Equity","69,776,227.44","69,776,227.44","3,450,852.00","20.22","United States","NASDAQ","USD","1.00","USD","-","0.08","0.08"
"ENR","ENERGIZER HOLDINGS INC","EQUITY","Consumer Staples","Equity","69,397,355.34","69,397,355.34","3,620,102.00","19.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.08","0.08"
"ACT","ENACT HOLDINGS INC","EQUITY","Financials","Equity","69,357,950.34","69,357,950.34","1,720,614.00","40.31","United States","NASDAQ","USD","1.00","USD","-","0.08","0.08"
"WS","WORTHINGTON STEEL INC","EQUITY","Materials","Equity","69,133,644.02","69,133,644.02","1,960,126.00","35.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.08","0.08"
"WU","WESTERN UNION","SWAP","Financials","Equity","0.00","68,696,427.83","7,284,881.00","9.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.07","-"
"LNC","LINCOLN NATIONAL CORP","SWAP","Financials","Equity","0.00","68,676,625.00","1,484,900.00","46.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.08","-"
"KW","KENNEDY WILSON HOLDINGS INC","EQUITY","Real Estate","Equity","68,622,787.20","68,622,787.20","7,148,207.00","9.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.08","0.08"
"THRM","GENTHERM INC","EQUITY","Consumer Discretionary","Equity","68,580,952.11","68,580,952.11","1,818,641.00","37.71","United States","NASDAQ","USD","1.00","USD","-","0.08","0.08"
"FDP","FRESH DEL MONTE PRODUCE INC","EQUITY","Consumer Staples","Equity","68,271,177.48","68,271,177.48","1,964,073.00","34.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.08","0.08"
"LUMN","LUMEN TECHNOLOGIES INC","SWAP","Communication","Equity","0.00","67,644,551.04","8,935,872.00","7.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.07","-"
"WGO","WINNEBAGO INDUSTRIES INC","EQUITY","Consumer Discretionary","Equity","67,221,600.00","67,221,600.00","1,680,540.00","40.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.07","0.07"
"HLIT","HARMONIC INC","EQUITY","Information Technology","Equity","67,067,199.80","67,067,199.80","6,686,660.00","10.03","United States","NASDAQ","USD","1.00","USD","-","0.07","0.07"
"SAFT","SAFETY INSURANCE GROUP INC","EQUITY","Financials","Equity","67,015,692.80","67,015,692.80","887,390.00","75.52","United States","NASDAQ","USD","1.00","USD","-","0.07","0.07"
"PMT","PENNYMAC MORTGAGE INVESTMENT TRUST","EQUITY","Financials","Equity","65,840,952.90","65,840,952.90","5,184,327.00","12.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.07","0.07"
"VITL","VITAL FARMS INC","EQUITY","Consumer Staples","Equity","65,762,541.90","65,762,541.90","2,214,227.00","29.70","United States","NASDAQ","USD","1.00","USD","-","0.07","0.07"
"CSR","CENTERSPACE","EQUITY","Real Estate","Equity","65,002,283.52","65,002,283.52","995,136.00","65.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.07","0.07"
"CWENA","CLEARWAY ENERGY INC CLASS A","EQUITY","Utilities","Equity","64,914,326.05","64,914,326.05","2,083,927.00","31.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.07","0.07"
"GIII","G III APPAREL GROUP LTD","EQUITY","Consumer Discretionary","Equity","64,606,343.76","64,606,343.76","2,213,304.00","29.19","United States","NASDAQ","USD","1.00","USD","-","0.07","0.07"
"TWO","TWO HARBORS INVESTMENT CORP","EQUITY","Financials","Equity","64,475,394.36","64,475,394.36","6,205,524.00","10.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.07","0.07"
"CERT","CERTARA INC","EQUITY","Health Care","Equity","64,334,696.80","64,334,696.80","7,116,670.00","9.04","United States","NASDAQ","USD","1.00","USD","-","0.07","0.07"
"PCRX","PACIRA BIOSCIENCES INC","EQUITY","Health Care","Equity","64,335,290.90","64,335,290.90","2,563,159.00","25.10","United States","NASDAQ","USD","1.00","USD","-","0.07","0.07"
"VRTS","VIRTUS INVESTMENT PARTNERS INC","EQUITY","Financials","Equity","63,352,422.54","63,352,422.54","378,246.00","167.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.07","0.07"
"ASTE","ASTEC INDUSTRIES INC","EQUITY","Industrials","Equity","63,045,672.30","63,045,672.30","1,362,855.00","46.26","United States","NASDAQ","USD","1.00","USD","-","0.07","0.07"
"MC","MOELIS CLASS A","SWAP","Financials","Equity","0.00","63,029,713.95","845,469.00","74.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.06","-"
"AHCO","ADAPTHEALTH CORP","EQUITY","Health Care","Equity","62,529,632.94","62,529,632.94","6,393,623.00","9.78","United States","NASDAQ","USD","1.00","USD","-","0.07","0.07"
"THS","TREEHOUSE FOODS INC","EQUITY","Consumer Staples","Equity","61,953,699.60","61,953,699.60","2,647,594.00","23.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.07","0.07"
"SDGR","SCHRODINGER INC","EQUITY","Health Care","Equity","61,846,906.00","61,846,906.00","3,343,076.00","18.50","United States","NASDAQ","USD","1.00","USD","-","0.07","0.07"
"UAA","UNDER ARMOUR INC CLASS A","EQUITY","Consumer Discretionary","Equity","60,971,645.02","60,971,645.02","11,249,381.00","5.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.07","0.07"
"SCL","STEPAN","EQUITY","Materials","Equity","60,923,433.07","60,923,433.07","1,280,173.00","47.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.07","0.07"
"XNCR","XENCOR INC","EQUITY","Health Care","Equity","60,710,930.15","60,710,930.15","4,254,445.00","14.27","United States","NASDAQ","USD","1.00","USD","-","0.07","0.07"
"PENG","PENGUIN SOLUTIONS INC","EQUITY","Information Technology","Equity","60,145,937.39","60,145,937.39","2,854,577.00","21.07","United States","NASDAQ","USD","1.00","USD","-","0.07","0.07"
"PDFS","PDF SOLUTIONS INC","EQUITY","Information Technology","Equity","59,959,871.11","59,959,871.11","1,936,063.00","30.97","United States","NASDAQ","USD","1.00","USD","-","0.07","0.07"
"JBGS","JBG SMITH PROPERTIES","EQUITY","Real Estate","Equity","58,967,722.46","58,967,722.46","3,512,074.00","16.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.07","0.07"
"BLFS","BIOLIFE SOLUTIONS INC","EQUITY","Health Care","Equity","58,804,393.46","58,804,393.46","2,323,366.00","25.31","United States","NASDAQ","USD","1.00","USD","-","0.07","0.07"
"HCC","WARRIOR MET COAL INC","SWAP","Materials","Equity","0.00","58,416,119.94","649,501.00","89.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.06","-"
"DLX","DELUXE CORP","EQUITY","Industrials","Equity","58,320,341.25","58,320,341.25","2,681,395.00","21.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.06","0.06"
"EIG","EMPLOYERS HOLDINGS INC","EQUITY","Financials","Equity","57,975,987.68","57,975,987.68","1,334,008.00","43.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.06","0.06"
"VTOL","BRISTOW GROUP INC","EQUITY","Energy","Equity","57,858,389.20","57,858,389.20","1,498,922.00","38.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.06","0.06"
"GO","GROCERY OUTLET HOLDING CORP","EQUITY","Consumer Staples","Equity","57,365,444.55","57,365,444.55","5,823,903.00","9.85","United States","NASDAQ","USD","1.00","USD","-","0.06","0.06"
"PRKS","UNITED PARKS AND RESORTS INC","EQUITY","Consumer Discretionary","Equity","57,164,580.06","57,164,580.06","1,624,917.00","35.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.06","0.06"
"AMPH","AMPHASTAR PHARMACEUTICALS INC","EQUITY","Health Care","Equity","56,323,034.56","56,323,034.56","2,107,898.00","26.72","United States","NASDAQ","USD","1.00","USD","-","0.06","0.06"
"DEA","EASTERLY GOVERNMENT PROPERTIES INC","EQUITY","Real Estate","Equity","55,786,361.70","55,786,361.70","2,603,190.00","21.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.06","0.06"
"TMP","TOMPKINS FINANCIAL CORP","EQUITY","Financials","Equity","55,526,580.44","55,526,580.44","756,596.00","73.39","United States","Nyse Mkt Llc","USD","1.00","USD","-","0.06","0.06"
"SAH","SONIC AUTOMOTIVE INC CLASS A","EQUITY","Consumer Discretionary","Equity","55,431,620.96","55,431,620.96","880,426.00","62.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.06","0.06"
"HLX","HELIX ENERGY SOLUTIONS GROUP INC","EQUITY","Energy","Equity","55,166,854.71","55,166,854.71","8,148,723.00","6.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.06","0.06"
"CCOI","COGENT COMMUNICATIONS HOLDINGS INC","EQUITY","Communication","Equity","55,169,363.48","55,169,363.48","2,827,748.00","19.51","United States","NASDAQ","USD","1.00","USD","-","0.06","0.06"
"INVX","INNOVEX INTERNATIONAL INC","EQUITY","Energy","Equity","54,981,427.56","54,981,427.56","2,299,516.00","23.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.06","0.06"
"MSEX","MIDDLESEX WATER","EQUITY","Utilities","Equity","54,841,241.00","54,841,241.00","1,092,455.00","50.20","United States","NASDAQ","USD","1.00","USD","-","0.06","0.06"
"LPG","DORIAN LPG LTD","EQUITY","Energy","Equity","54,802,108.46","54,802,108.46","2,194,718.00","24.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.06","0.06"
"UPBD","UPBOUND GROUP INC","EQUITY","Consumer Discretionary","Equity","54,767,049.12","54,767,049.12","3,104,708.00","17.64","United States","NASDAQ","USD","1.00","USD","-","0.06","0.06"
"REX","REX AMERICAN RESOURCES CORP","EQUITY","Energy","Equity","54,062,074.08","54,062,074.08","1,693,674.00","31.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.06","0.06"
"CXM","SPRINKLR INC CLASS A","EQUITY","Information Technology","Equity","53,367,838.00","53,367,838.00","7,211,870.00","7.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.06","0.06"
"SBSI","SOUTHSIDE BANCSHARES INC","EQUITY","Financials","Equity","52,548,465.20","52,548,465.20","1,706,119.00","30.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.06","0.06"
"PFBC","PREFERRED BANK","EQUITY","Financials","Equity","52,554,101.32","52,554,101.32","546,812.00","96.11","United States","NASDAQ","USD","1.00","USD","-","0.06","0.06"
"BJRI","BJS RESTAURANTS INC","EQUITY","Consumer Discretionary","Equity","52,315,895.85","52,315,895.85","1,259,107.00","41.55","United States","NASDAQ","USD","1.00","USD","-","0.06","0.06"
"NAVI","NAVIENT CORP","EQUITY","Financials","Equity","52,145,107.79","52,145,107.79","4,008,079.00","13.01","United States","NASDAQ","USD","1.00","USD","-","0.06","0.06"
"AAT","AMERICAN ASSETS TRUST REIT INC","EQUITY","Real Estate","Equity","52,105,242.16","52,105,242.16","2,813,458.00","18.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","Jan 01, 1970","0.06","0.06"
"UTL","UNITIL CORP","EQUITY","Utilities","Equity","51,850,264.43","51,850,264.43","1,063,159.00","48.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.06","0.06"
"LGIH","LGI HOMES INC","EQUITY","Consumer Discretionary","Equity","51,772,434.01","51,772,434.01","1,209,919.00","42.79","United States","NASDAQ","USD","1.00","USD","-","0.06","0.06"
"RDN","RADIAN GROUP INC","SWAP","Financials","Equity","0.00","51,636,923.03","1,422,113.00","36.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.05","-"
"CLB","CORE LABORATORIES INC","EQUITY","Energy","Equity","50,291,350.90","50,291,350.90","2,773,930.00","18.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.06","0.06"
"IART","INTEGRA LIFESCIENCES HOLDINGS CORP","EQUITY","Health Care","Equity","50,123,016.16","50,123,016.16","3,990,686.00","12.56","United States","NASDAQ","USD","1.00","USD","-","0.06","0.06"
"EXPI","EXP WORLD HOLDINGS INC","EQUITY","Real Estate","Equity","49,759,935.06","49,759,935.06","5,414,574.00","9.19","United States","NASDAQ","USD","1.00","USD","-","0.06","0.06"
"CPF","CENTRAL PACIFIC FINANCIAL CORP","EQUITY","Financials","Equity","49,580,368.62","49,580,368.62","1,579,999.00","31.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.05","0.06"
"HFWA","HERITAGE FINANCIAL CORP","EQUITY","Financials","Equity","49,391,293.38","49,391,293.38","2,050,282.00","24.09","United States","NASDAQ","USD","1.00","USD","-","0.05","0.05"
"QNST","QUINSTREET INC","EQUITY","Communication","Equity","49,260,324.94","49,260,324.94","3,380,942.00","14.57","United States","NASDAQ","USD","1.00","USD","-","0.05","0.05"
"CFFN","CAPITOL FEDERAL FINANCIAL INC","EQUITY","Financials","Equity","48,836,732.44","48,836,732.44","7,245,806.00","6.74","United States","NASDAQ","USD","1.00","USD","Jan 01, 1970","0.05","0.05"
"FBRT","FRANKLIN BSP REALTY TRUST INC","EQUITY","Financials","Equity","48,664,816.20","48,664,816.20","4,861,620.00","10.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.05","0.05"
"HAFC","HANMI FINANCIAL CORP","EQUITY","Financials","Equity","48,375,080.10","48,375,080.10","1,762,298.00","27.45","United States","NASDAQ","USD","1.00","USD","-","0.05","0.05"
"MATW","MATTHEWS INTERNATIONAL CORP CLASS","EQUITY","Consumer Discretionary","Equity","48,023,256.82","48,023,256.82","1,834,349.00","26.18","United States","NASDAQ","USD","1.00","USD","-","0.05","0.05"
"APOG","APOGEE ENTERPRISES INC","EQUITY","Industrials","Equity","47,606,796.25","47,606,796.25","1,281,475.00","37.15","United States","NASDAQ","USD","1.00","USD","-","0.05","0.05"
"AMWD","AMERICAN WOODMARK CORP","EQUITY","Industrials","Equity","47,477,247.90","47,477,247.90","867,957.00","54.70","United States","NASDAQ","USD","1.00","USD","-","0.05","0.05"
"UFCS","UNITED FIRE GROUP INC","EQUITY","Financials","Equity","47,438,033.97","47,438,033.97","1,307,193.00","36.29","United States","NASDAQ","USD","1.00","USD","-","0.05","0.05"
"SCSC","SCANSOURCE INC","EQUITY","Information Technology","Equity","47,384,961.60","47,384,961.60","1,202,664.00","39.40","United States","NASDAQ","USD","1.00","USD","-","0.05","0.05"
"SNCY","SUN COUNTRY AIRLINES HOLDINGS INC","EQUITY","Industrials","Equity","47,357,247.08","47,357,247.08","3,140,401.00","15.08","United States","NASDAQ","USD","1.00","USD","-","0.05","0.05"
"SMP","STANDARD MOTOR PRODUCTS INC","EQUITY","Consumer Discretionary","Equity","46,908,264.63","46,908,264.63","1,264,033.00","37.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.05","0.05"
"PAHC","PHIBRO ANIMAL HEALTH CORP CLASS A","EQUITY","Health Care","Equity","46,741,988.67","46,741,988.67","1,218,191.00","38.37","United States","NASDAQ","USD","1.00","USD","-","0.05","0.05"
"EPC","EDGEWELL PERSONAL CARE","EQUITY","Consumer Staples","Equity","46,530,735.59","46,530,735.59","2,768,039.00","16.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.05","0.05"
"CVI","CVR ENERGY INC","EQUITY","Energy","Equity","46,158,735.68","46,158,735.68","1,789,792.00","25.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.05","0.05"
"TRST","TRUSTCO BANK CORP","EQUITY","Financials","Equity","45,396,514.80","45,396,514.80","1,093,365.00","41.52","United States","NASDAQ","USD","1.00","USD","-","0.05","0.05"
"AXL","AMERICAN AXLE AND MANUFACTURING HO","EQUITY","Consumer Discretionary","Equity","45,222,280.98","45,222,280.98","7,043,969.00","6.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.05","0.05"
"RDNT","RADNET INC","SWAP","Health Care","Equity","0.00","44,986,404.27","606,531.00","74.17","United States","NASDAQ","USD","1.00","USD","-","0.05","-"
"AESI","ATLAS ENERGY SOLUTIONS INC","EQUITY","Energy","Equity","44,613,934.56","44,613,934.56","4,561,752.00","9.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.05","0.05"
"FIZZ","NATIONAL BEVERAGE CORP","EQUITY","Consumer Staples","Equity","44,339,948.40","44,339,948.40","1,394,338.00","31.80","United States","NASDAQ","USD","1.00","USD","-","0.05","0.05"
"LQDT","LIQUIDITY SERVICES INC","EQUITY","Industrials","Equity","44,139,960.28","44,139,960.28","1,438,721.00","30.68","United States","NASDAQ","USD","1.00","USD","-","0.05","0.05"
"FOXF","FOX FACTORY HOLDING CORP","EQUITY","Consumer Discretionary","Equity","43,809,061.64","43,809,061.64","2,497,666.00","17.54","United States","NASDAQ","USD","1.00","USD","-","0.05","0.05"
"PRSU","PURSUIT ATTRACTIONS AND HOSPITALIT","EQUITY","Consumer Discretionary","Equity","43,666,277.60","43,666,277.60","1,280,536.00","34.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.05","0.05"
"AMSF","AMERISAFE INC","EQUITY","Financials","Equity","43,288,236.62","43,288,236.62","1,126,711.00","38.42","United States","NASDAQ","USD","1.00","USD","-","0.05","0.05"
"VSTS","VESTIS CORP","EQUITY","Industrials","Equity","42,927,187.97","42,927,187.97","6,676,079.00","6.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.05","0.05"
