ticker,weight
US4830077040,4.7105e-2
US4834971032,1.494e-3
US4859241048,7.666e-3
US48666K1097,0.159336
US4884011002,9.8434e-2
US4937321010,2.0406e-2
US49427F1084,9.3776e-2
US49435R1023,1.7255e-2
US49456W1053,8.577e-3
US49714P1084,5.8049e-2
US4972661064,2.437e-2
US49803T3005,6.5905e-2
US49845K1016,5.928e-3
US4988941047,6.4809e-2
US4990491049,0.233796
US5002551043,0.257227
US5006881065,4.6082e-2
US50077B2079,3.4038e-2
US50101L1061,1.3082e-2
US5012421013,4.4849e-2
US5012701026,2.955e-3
US50127T1097,2.76e-3
US50155Q1004,0.148316
US5015751044,6.766e-3
US50216C1080,7.419e-3
US5057431042,3.1542e-2
US5128161099,7.5396e-2
US5132721045,0.107368
US5138471033,3.079e-2
US5149521008,7.94e-4
US5150981018,0.101651
US5165441032,5.9795e-2
US51819L1070,4.123e-3
US5184151042,4.0836e-2
US5186132032,3.8461e-2
US5207761058,5.485e-3
US52110M1099,5.4429e-2
US5218652049,0.336008
US52466B1035,5.781e-3
US52472M1018,7.442e-3
US52567D1072,8.545e-3
US52603A2087,4.2945e-2
US52603B1070,7.678e-3
US52635N1037,5.49e-4
US52661A1088,2.2596e-2
US52736R1023,3.2672e-2
US5303071071,2.6395e-2
US5303073051,0.191294
US5309091008,4.156e-3
US5309093087,8.462e-3
US53190C1027,4.3988e-2
US5322061095,1.879e-3
US53228F1012,1.1337e-2
US53263P1057,8.101e-3
US5339001068,0.110038
US5352191093,4.153e-3
US53566V1061,5.6122e-2
US53635D2027,1.215e-3
US5367971034,0.457229
US5370081045,9.0178e-2
US53803X1054,3.3934e-2
US53947R1059,8.146e-3
US5463471053,0.102163
US5494982029,8.707e-3
US55024U1097,3.6555e-2
US55087P1049,2.9339e-2
US55272X6076,2.1011e-2
US5528481030,0.165158
US5529531015,0.187097
US55303J1060,1.7576e-2
US55306N1046,9.5403e-2
US5533681012,1.896e-2
US5534981064,5.1627e-2
US5535301064,5.6024e-2
US55405Y1001,4.1376e-2
US55616P1049,0.399497
US5582561032,1.7841e-2
US55826T1025,2.9192e-2
US5588681057,6.251e-3
US55955D1000,1.8815e-2
US56117J1007,2.1345e-2
US5627501092,2.7395e-2
US56400P7069,8.26e-4
US56418H1005,0.188253
US5653941030,4.9533e-2
US57142B1044,1.0884e-2
US5747951003,2.946e-2
US5763231090,0.140797
US5764852050,0.221712
US57667L1070,8.5652e-2
US5770811025,0.123807
US5779331041,9.5223e-2
US58039P3055,6.01e-3
US5805891091,3.8176e-2
US58450V1044,2.099e-3
US58506Q1094,3.8967e-2
US5860011098,2.003e-3
US5873761044,2.4587e-2
US58844R1086,2.4716e-2
US59001A1025,0.193622
US59165J1051,1.3961e-2
US5917741044,2.5557e-2
US59356Q1085,3.156e-3
US59516C1062,3.001e-3
US5962781010,0.145523
US6024961012,6.047e-3
US6031701013,3.457e-3
US6047491013,4.415e-3
US60510V1089,1.0867e-2
US60741F1049,2.4442e-2
US60770K1079,0.293772
US6078281002,4.4525e-2
US60855R1005,0.560746
US60871R2094,0.317807
US6090271072,1.4572e-2
US6151111019,7.427e-3
US6177001095,3.6845e-2
US61945C1036,0.464563
US6247561029,0.136624
US6247581084,3.3884e-2
US62548M2098,2.923e-3
US6267171022,0.200888
US6267551025,0.239579
US62955J1034,0.239919
US63010H1086,6.793e-3
US6304021057,7.818e-3
US6361801011,0.121567
US63633D1046,3.4162e-2
US6374171063,0.10485
US6378701063,2.7008e-2
US63888U1088,4.758e-3
US63942X1063,3.542e-3
US63945M1071,1.9045e-2
US63947X1019,1.1335e-2
US6402683063,2.25e-3
US64031N1081,3.3046e-2
US64082B1026,6.484e-3
US64111Q1040,7.436e-3
US64119V3033,1.7261e-2
US64361Q1013,9.0347e-2
US6443931000,2.8532e-2
US6460251068,7.9294e-2
US64828T2015,0.256441
US6494454001,0.136949
US6501111073,7.4191e-2
US6515871076,6.2571e-2
US65158N1028,4.0974e-2
US6517185046,1.0328e-2
US65290E1010,7.4533e-2
US65336K1034,0.184883
US65341B1061,9.6566e-2
US65342K1051,2.134e-3
US65345M1080,4.95e-3
US65345N1063,1.134e-3
US65406E1029,3.4072e-2
US65487K1007,4.217e-3
US66405S1006,2.1599e-2
US6680743050,6.9639e-2
US6700024010,6.219e-3
US6707031075,8.289e-3
US67079K1007,4.326e-3
US67079U3068,5.363e-3
US67080M1036,7.779e-3
US67080N1019,4.623e-3
US6708371033,0.131059
US6742152076,0.312401
US6752341080,5.0158e-2
US67576A1007,6.653e-3
US6778641000,5.169e-3
US6793691089,8.6e-3
US6800331075,0.237818
US6802231042,0.217486
US6802771005,3.0892e-2
US6806652052,0.186691
US6811161099,5.0242e-2
US6819191064,1.7e-4
US6819361006,0.103947
US68235P1084,8.5054e-2
US68236H2040,3.7547e-2
US68268W1036,0.190254
US68278B1070,3.419e-3
US68287N1000,6.917e-3
US6833441057,6.7935e-2
US6837121036,4.4837e-2
US6837121291,2.408e-3
US6837121374,1.542e-3
US6837121457,1.18e-3
US68375N1037,1.0678e-2
US68404L2016,7.8643e-2
US68571X3017,1.1886e-2
US68621T1025,3.8255e-2
US68622P1093,1.934e-3
US6866881021,5.4002e-2
US6873801053,1.5931e-2
US6876041087,3.713e-3
US6877931096,6.0696e-2
US6882392011,0.195702
US68989M2026,3.434e-3
US69047Q1022,0.52111
US6907421019,0.328402
US69318G1067,0.301629
US69349H1077,8.2103e-2
US6936561009,0.167613
US69376K1060,5.171e-3
US69380Q1076,2.527e-2
US69553P1003,2.624e-3
US6979471090,1.484e-3
US6988131024,2.5141e-2
US6988841036,1.0747e-2
US69932A2042,0.12895
US7005171050,7.9604e-2
US70202L1026,3.7808e-2
US70438V1061,3.9003e-2
US70439P1084,1.399e-3
US7046991078,1.9973e-2
US7055731035,9.541e-3
US70614W1009,1.5476e-2
US7069151055,1.8705e-2
US70805E1091,1.0636e-2
US70932M1071,6.2309e-2
US70959W1036,0.119231
US70975L1070,3.05e-2
US7097891011,4.4578e-2
US71367G1022,3.97e-3
US71377A1034,0.493869
US71385M1071,2.5711e-2
US7140461093,0.180305
US71424F1057,0.345624
US71601V1052,2.0015e-2
US71722W1071,1.122e-3
US71844V2016,4.6926e-2
US71944F1066,3.532e-3
US7201902068,3.1157e-2
US72147K1088,5.6658e-2
US7234841010,0.195616
US72651A2078,0.492182
US72703H1014,3.0992e-2
US72703X1063,8.465e-3
US72919P2020,1.8993e-2
US7296401026,1.3377e-2
US7310681025,0.126223
US73278L1052,0.103737
US7332451043,2.867e-3
US7365088472,0.108637
US7374461041,0.109714
US7376301039,5.2036e-2
US73931J1097,7.453e-3
US73933G2021,3.615e-3
US74006W2070,1.2036e-2
US74017N1054,1.637e-3
US7404441047,9.171e-3
US7416231022,8.1033e-2
US74164M1080,0.103799
US74168J1016,1.867e-3
US74275K1088,1.3668e-2
US74276L1052,5.606e-3
US74347M1080,2.3443e-2
US7436061052,0.239624
US74587B1017,9.7e-5
US74623V1035,2.143e-3
US74727A1043,4.0054e-2
US74758T3032,2.4202e-2
US74766W1080,2.6589e-2
US74767V1098,9.333e-3
US7495271071,3.4535e-2
US7496071074,6.9836e-2
US74965L1017,3.7999e-2
US74967X1037,6.1285e-2
US7509171069,3.6385e-2
US7512121010,0.106523
US75134P6007,1.1103e-2
US75281A1097,0.168957
US7534221046,5.635e-3
US75383L1026,5.359e-3
US7549071030,5.3301e-2
US75524B1044,6.9659e-2
US75574U1016,1.8851e-2
US75605Y1064,6.2803e-2
US75629V1044,7.128e-3
US75644T1007,4.714e-3
US75700L1089,3.9059e-2
US75776W1036,5.876e-3
US7587501039,0.171265
US7593516047,0.482438
US75943R1023,6.438e-3
US75960P1049,1.3181e-2
US7599161095,4.0586e-2
US7602812049,1.6806e-2
US76155X1000,1.7713e-2
US76156B1070,1.3001e-2
US76169C1009,0.12638
US76243J1051,8.49e-4
US7625441040,4.379e-3
US7655041058,1.467e-3
US76655K1034,5.674e-3
US76665T1025,1.1601e-2
US76680R2067,1.3519e-2
US7672921050,4.2169e-2
US77543R1023,4.9221e-2
US77664L2079,4.871e-3
US7802871084,0.102794
US7811541090,1.801e-3
US78137L1052,5.34e-4
US7820111000,8.237e-3
US78351F1075,3.4539e-2
US7835491082,0.256999
US7837541041,7.2946e-2
US7838591011,5.0072e-2
US78397Q1094,2.511e-3
US7841171033,9.0479e-2
US78442P1066,9.8604e-2
US78473E1038,4.3058e-2
US78573L1061,4.3894e-2
US78574H1041,8.175e-3
US78709Y1055,0.119291
US7995661045,2.29e-3
US80004C2008,0.138713
US8004221078,1.4642e-2
US80517M1099,8.103e-3
US8064071025,0.193049
US80706P1030,2.447e-3
US8086251076,0.134768
US8101861065,2.8815e-2
US8115431079,5.3827e-2
US81282V1008,2.6898e-2
US81617J3014,2.9837e-2
US8163001071,0.115602
US81663L2007,3.207e-3
US81686C1045,3.695e-3
US8170705011,1.4476e-2
US81730H1095,1.5511e-2
US8175651046,0.118188
US81758H1068,2.734e-3
US81764X1037,5.766e-3
US8200144058,7.263e-3
US82452J1097,3.4703e-2
US8248891090,1.7701e-2
US82489W1071,1.5065e-2
US8257041090,1.623e-3
US8269171067,5.49e-3
US8269191024,1.9816e-2
US8270481091,0.111292
US82835W1080,8.15e-4
US82846H4056,0.107852
US82900L1026,3.9948e-2
US8290731053,8.0662e-2
US8292421067,2.9059e-2
US82982L1035,7.6472e-2
US8299331004,0.181723
US83088M1027,0.226022
US83089J1088,3.275e-3
US8309401029,2.8384e-2
US8313491057,8.053e-3
US8318652091,8.6228e-2
US83192D4025,2.6896e-2
US83418M1036,1.1043e-2
US8342033094,3.767e-3
US83422N1054,2.842e-3
US8354951027,0.158175
US83601L1026,2.8808e-2
US8361001071,2.015e-3
US83946P1075,1.2635e-2
US8433801060,1.7336e-2
US84472E1029,0.256338
US8448951025,9.7705e-2
US84790A1051,4.7463e-2
US84857L1017,7.967e-2
US85208M1027,0.102245
US85209W1099,4.106e-3
US85254J1025,7.0223e-2
US85256A1097,1.5235e-2
US85423L1035,3.8932e-2
US8545021011,0.327619
US85571B1052,0.144652
US8592411016,3.3055e-2
US8603721015,4.9306e-2
US8606301021,0.175989
US8610251048,3.4626e-2
US86150R1077,4.335e-3
US8641591081,1.4902e-2
US86765Q1067,0.197593
US86881A1007,2.6493e-2
US87043Q1085,9.698e-3
US87151X1019,5.841e-3
US87157D1090,4.1898e-2
US87162W1009,0.55703
US87164F1057,2.163e-3
US87240R1077,9.826e-3
US87256C1018,8.6128e-2
US8726571016,4.203e-2
US87266M1071,1.4687e-2
US87422Q1094,5.3725e-2
US87583X1090,1.554e-3
US87615L1070,1.1627e-2
US87650L1035,3.794e-3
US87652V1098,2.209e-3
US87724P1066,0.220929
US8776191061,2.476e-3
US87918A1051,3.0805e-2
US88023B1035,4.593e-3
US88023U1016,0.112476
US88025T1025,8.855e-3
US88025U1097,1.0667e-2
US88033G4073,0.316381
US8807791038,0.126271
US88080T1043,1.942e-3
US88162F1057,1.8083e-2
US88162G1031,8.452e-2
US88224Q1076,9.3447e-2
US8826811098,9.74e-2
US88339P1012,3.621e-3
US88362T1034,1.8113e-2
US8851601018,0.16081
US88556E1029,2.505e-3
US88688T2096,1.5677e-2
US8873891043,0.135354
US88822Q1031,1.3814e-2
US8894781033,0.322801
US89055F1030,0.134456
US8910921084,0.115314
US89214P1093,6.9143e-2
US8935291075,8.087e-3
US8941641024,8.8373e-2
US89422G1076,3.041e-3
US89531P1057,4.7831e-2
US89532M1018,2.849e-3
US8960951064,4.3878e-2
US8962152091,1.8441e-2
US8962881079,5.3132e-2
US8983492047,2.4111e-2
US90041L1052,1.0551e-2
US9011091082,3.9107e-2
US90184D1000,7.338e-3
US9026811052,0.186019
US9026851066,5.729e-3
US9027881088,0.221438
US90278Q1085,0.158114
US9030021037,1.1163e-2
US90337L1089,1.6405e-2
US90364P1057,2.4037e-2
US9037311076,2.1886e-2
US90400D1081,3.239e-3
US9099071071,0.177295
US9115491030,1.373e-3
US9116841084,2.3238e-2
US9119221029,7.482e-3
US9120081099,0.398963
US91332U1016,4.0013e-2
US91347P1057,4.6024e-2
US91359V1070,2.2027e-2
US9139151040,1.019e-2
US9152711001,3.1558e-2
US91529Y1064,0.406835
US91678A1079,2.297e-3
US91680M1071,1.4127e-2
US9168961038,1.2212e-2
US91733P1075,2.802e-3
US9180901012,1.9718e-2
US9182041080,0.150345
US91823B1098,1.4515e-2
US9182841000,2.9325e-2
US91879Q1094,5.9301e-2
US9197941076,0.213227
US9202531011,8.6831e-2
US92047W1018,3.131e-2
US9222801022,5.328e-3
US92242T1016,3.9448e-2
US92243G1085,4.3119e-2
US92337R1014,6.797e-3
US92538J1060,3.889e-3
US92552R4065,9.597e-3
US92556V1061,0.657598
US92686J1060,9.437e-3
US92790C1045,3.526e-3
US92839U2069,7.4647e-2
US92846Q1076,1.1583e-2
US92852X1037,1.191e-2
US9288811014,8.7898e-2
US92892B1035,2.287e-3
US9290421091,6.1639e-2
US9290891004,0.194782
US93403J1060,9.709e-3
US9396531017,1.5459e-2
US9406101082,1.6011e-2
US9427491025,5.6408e-2
US94419L1017,5.7626e-2
US94724R1086,6.82e-4
US9478901096,0.362316
US9488491047,3.472e-2
US95058W1009,3.5119e-2
US9508101014,0.109414
US95082P1057,0.288612
US9576381092,0.27861
US9604131022,0.14368
US96208T1043,8.2523e-2
US9633201069,0.247337
US9682232064,2.6678e-2
US96924N1000,9.5e-3
US9706461053,1.0415e-2
US9741551033,1.3758e-2
US9742501029,5.737e-3
US97650W1080,0.249148
US9807451037,9.8499e-2
US98139A1051,4.915e-3
US98311A1051,5.7669e-2
US9831341071,8.5019e-2
US9837931008,0.135935
US98422E1038,1.962e-3
US98423F1093,5.461e-3
US98585N1063,3.995e-3
US98585X1046,4.6386e-2
US98937L1052,7.56e-4
US98956A1051,1.1245e-2
US9897011071,0.292577
US98980F1049,3.4067e-2
US98985Y1082,2.399e-3
UTL,1.8012e-2
UVV,5.1046e-2
Unassigned,5.2546e-2
VAC,0.104191
VCEL,5.327e-3
VCTR,4.1611e-2
VCYT,1.6419e-2
VECO,2.4303e-2
VGG1110E1079,3.116e-3
VGG1890L1076,6.4272e-2
VGG312491084,1.748e-3
VIAV,2.1731e-2
VICR,1.0278e-2
VIR,8.743e-3
VIRT,5.0025e-2
VITL,6.508e-3
VRE,1.5225e-2
VRRM,2.4082e-2
VRTS,3.106e-2
VSAT,9.6245e-2
VSCO,0.124922
VSH,7.4061e-2
VSNTV UW,0.243341
VSTS,4.7298e-2
VTOL,8.169e-3
VYX,2.964e-2
WABC,3.8376e-2
WAFD,9.7584e-2
WAY,2.5135e-2
WD,4.9376e-2
WDFC,1.4028e-2
WERN,8.2633e-2
WGO,5.6734e-2
WHD,4.5617e-2
WKC,0.391041
WOR,2.1377e-2
WRLD,1.1567e-2
WS,3.8609e-2
WSC,8.7405e-2
WSFS,9.8071e-2
WSR,1.0756e-2
WT,1.5003e-2
WU,0.144805
WWW,3.02e-2
XHR,3.1727e-2
XNCR,6.368e-3
XPEL,1.1244e-2
YELP,3.0825e-2
YOU,8.981e-3
ZD,5.4449e-2
ZWS,4.0796e-2
